keycidadepotencial;keyestimativa;anoscore;keycontagemfarmacias;keypib;populacaototal;qtdfarmacias;valorpibcomercioservicos;scorepopraw;scoresaturacaoraw;scorepibraw;scorepopnorm;scoresaturacaonorm;scorepibnorm;scorefinal;scorefinalnorm
287;3;2021;56;15125;133497;71;3302758000;133497;1880.2394366197184;24740.316261788656;0.5896891582388178;0.6423656309387127;0.8507819179887595;0.6787812410787325;0.7650468488314364
294;1;2021;11;15132;443221;234;29583739000;19469363.1;83202.40641025642;66747.1509698322;0.8386445957498797;0.9652110327005884;0.9342478189689902;0.9463617462591979;0.9834460810843707
294;2;2021;11;15132;443221;234;29583739000;2178830;9311.239316239316;66747.1509698322;0.7292166838917189;0.7786310902134411;0.9342478189689902;0.8048129953323787;0.8719457400089466
294;3;2021;11;15132;443221;234;29583739000;443221;1894.1068376068376;66747.1509698322;0.6496474030206445;0.6429913569971691;0.9342478189689902;0.7019082539938809;0.785251540467643
304;1;2021;31;15142;291869;128;7194793000;12606047.200000001;98484.74375000001;24650.761129136703;0.8169261636203126;0.9795774066893798;0.8504769498771599;0.9374921910200291;0.9767012527294807
304;2;2021;31;15142;291869;128;7194793000;1341860;10483.28125;24650.761129136703;0.7049966813519556;0.7887310933368964;0.8504769498771599;0.7927068234464549;0.862006882300375
304;3;2021;31;15142;291869;128;7194793000;291869;2280.2265625;24650.761129136703;0.62877355220214;0.658790294427413;0.8504769498771599;0.694125951294835;0.7784834209954373
327;1;2021;17;15165;237627;166;6118665000;10342642.100000001;62305.07289156628;25749.03104445202;0.8070378572673729;0.9405692880820432;0.8541426878419945;0.9099308249525664;0.9555435055776906
327;2;2021;17;15165;237627;166;6118665000;1204960;7258.795180722892;25749.03104445202;0.6996198425507937;0.7574186828321254;0.8541426878419945;0.770983599805966;0.8440032192816389
327;3;2021;17;15165;237627;166;6118665000;237627;1431.487951807229;25749.03104445202;0.618500468129988;0.6191476557014922;0.8541426878419945;0.6660819433724423;0.7538335182550667
331;1;2021;23;15169;418261;147;7936388000;17036160.6;115892.24897959185;18974.726307257908;0.8319739577239841;0.9934440250563773;0.828468829870036;0.9443019792858697;0.9818824812059724
331;2;2021;23;15169;418261;147;7936388000;1478160;10055.510204081633;18974.726307257908;0.7098304430333189;0.7851820113296153;0.828468829870036;0.7863042182080697;0.8567233381159558
331;3;2021;23;15169;418261;147;7936388000;418261;2845.312925170068;18974.726307257908;0.6467512448075374;0.6776455484622372;0.828468829870036;0.704720774378327;0.7876899246231429
344;1;2021;14;15182;451505;202;9446543000;18536322.9;91763.97475247525;20922.34416008682;0.8361907775636376;0.9735555219197503;0.8366858778933115;0.9324451186788513;0.9728494233708365
344;2;2021;14;15182;451505;202;9446543000;1799910;8910.445544554455;20922.34416008682;0.7196706428753621;0.7748829672531424;0.8366858778933115;0.7817223169433982;0.8529306329561045
344;3;2021;14;15182;451505;202;9446543000;451505;2235.1732673267325;20922.34416008682;0.6505726652261146;0.657090832438712;0.8366858778933115;0.6923580248083722;0.7769415557838945
345;1;2021;53;15183;153658;79;3010575000;6575332.499999999;83232.05696202531;19592.69937133114;0.7844058137785354;0.9652413886158221;0.8311640429132369;0.9203423619915765;0.9635716903748437
345;2;2021;53;15183;153658;79;3010575000;691530;8753.54430379747;19592.69937133114;0.671874076037796;0.7733695494196634;0.8311640429132369;0.7747789007801913;0.8471645354905741
345;3;2021;53;15183;153658;79;3010575000;153658;1945.0379746835442;19592.69937133114;0.5967168245373817;0.6452508300750187;0.8311640429132369;0.6775800720888987;0.7639898692042393
388;1;2021;9;15226;728615;310;58664576000;30095816.399999995;97083.2787096774;80515.19115033316;0.8604069280454504;0.9783563201513777;0.9500193645121024;0.96089398981293;0.9944309284288647
388;2;2021;9;15226;728615;310;58664576000;2808640;9060.129032258064;80515.19115033316;0.7419036270921774;0.7763021315189925;0.9500193645121024;0.807605727674933;0.8742290375531171
388;3;2021;9;15226;728615;310;58664576000;728615;2350.3709677419356;80515.19115033316;0.6744842357375319;0.6613705378800104;0.9500193645121024;0.720411672992181;0.801220138987253
391;1;2021;70;15229;103970;60;2399698000;4535627.7;75593.795;23080.677118399537;0.765850412936054;0.9570404783686336;0.8449423474285518;0.9155018456373593;0.9598446666679267
391;2;2021;70;15229;103970;60;2399698000;527060;8784.333333333334;23080.677118399537;0.6583037640977611;0.7736686580286353;0.8449423474285518;0.7763869065155311;0.8485018940624476
391;3;2021;70;15229;103970;60;2399698000;103970;1732.8333333333333;23080.677118399537;0.577198968581631;0.6354138142382599;0.8449423474285518;0.6714980363106554;0.7586262817709598
411;1;2021;82;15249;110537;50;16124529000;4562005.8999999985;91240.11799999997;145874.49451314943;0.7661401614299849;0.9730677607654038;1;0.9577614486787811;0.9920699555964272
411;2;2021;82;15249;110537;50;16124529000;392180;7843.6;145874.49451314943;0.6435342148563072;0.7640192883737164;1;0.799166923347232;0.867318781588831
411;3;2021;82;15249;110537;50;16124529000;110537;2210.74;145874.49451314943;0.5802592444732658;0.6561548048895992;1;0.7173342878700459;0.7985762733619582
428;1;2021;46;15266;165428;85;4231575000;6913712.5;81337.79411764706;25579.557269627876;0.7869131807003786;0.9632800034192308;0.8535873498346581;0.923704790430431;0.9661551141240423
428;2;2021;46;15266;165428;85;4231575000;691470;8134.941176470588;25579.557269627876;0.6718697406116401;0.7671261186986322;0.8535873498346581;0.7748927271171382;0.8472592432961269
428;3;2021;46;15266;165428;85;4231575000;165428;1946.2117647058824;25579.557269627876;0.6004046166047107;0.6453022033425766;0.8535873498346581;0.6824694739672063;0.7682876232037016
434;1;2021;15;15272;423323;196;14606755000;18071947.399999995;92203.81326530609;34504.987917027895;0.8349230769164474;0.9739629083883194;0.8787587110071305;0.9410180857648944;0.9793861996823744
434;2;2021;15;15272;423323;196;14606755000;1971250;10057.397959183674;34504.987917027895;0.7242140957329766;0.785198002734747;0.8787587110071305;0.7978117536890467;0.8662060587052537
434;3;2021;15;15272;423323;196;14606755000;423323;2159.811224489796;34504.987917027895;0.6473523247371558;0.6541700494778291;0.8787587110071305;0.6984060093096219;0.7822095435187
445;1;2021;76;15283;103765;55;1688507000;4258320.100000001;77424.00181818183;16272.413626945501;0.7626981302593104;0.9590786102607666;0.8155486182648888;0.9107345638614455;0.9561648139246686
445;2;2021;76;15283;103765;55;1688507000;398380;7243.272727272727;16272.413626945501;0.644317947631733;0.7572363227691251;0.8155486182648888;0.7576069443545386;0.8328067898204092
445;3;2021;76;15283;103765;55;1688507000;103765;1886.6363636363637;16272.413626945501;0.5771003534639291;0.6426548447395886;0.8155486182648888;0.6706781503170827;0.7579017535129883
460;1;2021;22;15298;349935;148;5478765000;14909754.499999998;100741.58445945945;15656.52192550045;0.8253123841532949;0.9815077182871882;0.8123039064203892;0.932047422500439;0.9725454817753955
460;2;2021;22;15298;349935;148;5478765000;1587310;10725.067567567568;15656.52192550045;0.7133901428149044;0.7906735965645892;0.8123039064203892;0.7872713131607807;0.8575226151869314
460;3;2021;22;15298;349935;148;5478765000;349935;2364.425675675676;15656.52192550045;0.6378394466872297;0.661878270403644;0.8123039064203892;0.6895595152353515;0.7744975902622079
465;1;2021;25;15303;225668;137;6029075000;9961011.600000001;72708.11386861315;26716.570359997873;0.805159304755574;0.9537245160540356;0.8572447907814359;0.9195720498696696;0.9629792067026375
465;2;2021;25;15303;225668;137;6029075000;1188390;8674.379562043796;26716.570359997873;0.6989279698074822;0.7725956254071662;0.8572447907814359;0.7821586929220516;0.853292266606688
465;3;2021;25;15303;225668;137;6029075000;225668;1647.2116788321168;26716.570359997873;0.6159203760022209;0.6310990599627228;0.8572447907814359;0.6748103377304151;0.7615497287745195
487;1;2021;83;15325;115559;50;1974790000;5042961.4;100859.228;17089.019461919885;0.7711482919505451;0.9816071512946389;0.81966635002572;0.9281731051064458;0.9695812345687357
487;2;2021;83;15325;115559;50;1974790000;541820;10836.4;17089.019461919885;0.6596837909959666;0.7915533601519344;0.81966635002572;0.7839890012110947;0.8548081163406432
487;3;2021;83;15325;115559;50;1974790000;115559;2311.18;17089.019461919885;0.5824792536740272;0.659938552743825;0.81966635002572;0.6841381822932242;0.7697515493065733
488;1;2021;5;15326;698642;330;26672939000;29799382.5;90301.15909090909;38178.264404373054;0.8599123409978221;0.9721864495134562;0.8872663099544011;0.9439750107500817;0.9816341221724306
488;2;2021;5;15326;698642;330;26672939000;3249500;9846.969696969696;38178.264404373054;0.7491886847438558;0.7833966977484674;0.8872663099544011;0.800749818889193;0.8686174283007513
488;3;2021;5;15326;698642;330;26672939000;698642;2117.0969696969696;38178.264404373054;0.6723853218057789;0.6524690142103265;0.8872663099544011;0.7014201041186867;0.7848279164974821
493;1;2021;42;15330;201418;96;5155245000;8709979.799999999;90728.95624999999;25594.758164612893;0.798453429504049;0.9725891128654776;0.8536373106727897;0.9313851840907971;0.9720392233984303
493;2;2021;42;15330;201418;96;5155245000;990380;10316.458333333334;25594.758164612893;0.6898208999667762;0.7873645469076201;0.8536373106727897;0.7908647349665696;0.8604886940126105
493;3;2021;42;15330;201418;96;5155245000;201418;2098.1041666666665;25594.758164612893;0.6102401568334145;0.6517016055220387;0.8536373106727897;0.6879426016833264;0.7730836782071592
508;1;2021;72;15346;134319;59;4214031000;5587357.899999999;94700.98135593219;31373.30534027204;0.7762704430019267;0.9762396175555553;0.870757067254488;0.935146190039979;0.9749120790941159
508;2;2021;72;15346;134319;59;4214031000;527920;8947.796610169491;31373.30534027204;0.6583852264316731;0.7752393160632348;0.870757067254488;0.7826574573383293;0.8537054943968894
508;3;2021;72;15346;134319;59;4214031000;134319;2276.593220338983;31373.30534027204;0.5899958744774588;0.6586544902928597;0.870757067254488;0.6942091441036452;0.7785559364588062
514;1;2021;47;15352;183347;83;3641483000;7992901.199999999;96300.01445783132;19861.153986702808;0.7941605795969503;0.977666165747486;0.8323084899377835;0.930244071970492;0.9711664752265708
514;2;2021;47;15352;183347;83;3641483000;832390;10028.795180722891;19861.153986702808;0.6811374615389973;0.7849553826966221;0.8323084899377835;0.7840442120290919;0.8548538174230532
514;3;2021;47;15352;183347;83;3641483000;183347;2209;19861.153986702808;0.6055432997085388;0.6560877523711247;0.8323084899377835;0.6862774546181979;0.7716261719699598
529;1;2021;75;15371;154105;56;6311004000;6161951.1;110034.84107142857;40952.62321144674;0.7811614470061219;0.9890253743269848;0.8931657828130249;0.9490670632921065;0.9854972156708545
529;2;2021;75;15371;154105;56;6311004000;517310;9237.67857142857;40952.62321144674;0.6573707990699067;0.7779554087306461;0.8931657828130249;0.7889390225810479;0.8588999152023911
529;3;2021;75;15371;154105;56;6311004000;154105;2751.875;40952.62321144674;0.5968619661521334;0.674801758692725;0.8931657828130249;0.7106805842627258;0.7928436621064869
535;1;2021;4;15373;748919;339;17322922000;33371434.60000001;98440.81002949855;23130.568192287818;0.8655691061261049;0.9795393920802018;0.8451239349962698;0.9412592720680056;0.9795696832919581
535;2;2021;4;15373;748919;339;17322922000;3894810;11489.115044247788;23130.568192287818;0.7582396856726288;0.7965360748516477;0.8451239349962698;0.8024240079626702;0.8699897328822302
535;3;2021;4;15373;748919;339;17322922000;748919;2209.2005899705014;23130.568192287818;0.6758575635759689;0.6560954849839009;0.8451239349962698;0.6958773828455814;0.7800093146787811
543;1;2021;16;15381;418608;183;15770944000;20226435.599999998;110526.97049180327;37674.73149103696;0.8405507099640355;0.9894055679404756;0.8861497562628231;0.9538689198073012;0.9891309164571502
543;2;2021;16;15381;418608;183;15770944000;3073350;16794.262295081968;37674.73149103696;0.7464039400989123;0.8288780376239359;0.8861497562628231;0.8320849715992109;0.8940932459327481
543;3;2021;16;15381;418608;183;15770944000;418608;2287.4754098360654;37674.73149103696;0.6467926804743329;0.6590605909551169;0.8861497562628231;0.7032516329685796;0.7864167184075401
545;1;2021;6;15383;810729;321;29662760000;34926399.099999994;108804.98161993768;36587.76237188999;0.8678446852678761;0.9880677641387237;0.8836877080448079;0.9551694450328558;0.9901135239162054
545;2;2021;6;15383;810729;321;29662760000;3556690;11080.031152647975;36587.76237188999;0.7537020593932134;0.7934474486518092;0.8836877080448079;0.8075209616045493;0.8741597859674336
545;3;2021;6;15383;810729;321;29662760000;810729;2525.6355140186915;36587.76237188999;0.6798200014511292;0.6674954196821589;0.8836877080448079;0.7119663355315857;0.7939531589610506
546;1;2021;37;15384;165655;111;8183229000;7978703.3;71880.20990990991;49399.22730977031;0.794071745646311;0.9527488425721642;0.9089359019971848;0.928118544764583;0.9695394478371122
546;2;2021;37;15384;165655;111;8183229000;1161800;10466.666666666666;49399.22730977031;0.6977972971852486;0.7885959719277765;0.9089359019971848;0.8035840904674054;0.8709398855398653
546;3;2021;37;15384;165655;111;8183229000;165655;1492.3873873873874;49399.22730977031;0.6004731322529349;0.6226948028332457;0.9089359019971848;0.6777208556080025;0.7641137920942771
547;1;2021;28;15385;254857;134;6861134000;10904239.399999999;81374.92089552237;26921.505000843612;0.8096798662876195;0.9633188828111129;0.8578874158559132;0.9268686877677235;0.9685818821179664
547;2;2021;28;15385;254857;134;6861134000;1233050;9201.865671641792;26921.505000843612;0.7007712750141156;0.7776245049152885;0.8578874158559132;0.7859917641132961;0.8564650110094546
547;3;2021;28;15385;254857;134;6861134000;254857;1901.9179104477612;26921.505000843612;0.6219980833158918;0.6433417960806866;0.8578874158559132;0.6841165487592524;0.7697325799004577
557;1;2021;7;15395;480393;317;14508308000;20987975.3;66208.12397476341;30200.91466778242;0.8423974093911992;0.9457458612155918;0.8675541820406388;0.9197726801981619;0.9631335439211068
557;2;2021;7;15395;480393;317;14508308000;2393750;7551.261829652997;30200.91466778242;0.7339171269743788;0.7607836160500941;0.8675541820406388;0.7794510803406315;0.8510469816547133
557;3;2021;7;15395;480393;317;14508308000;480393;1515.435331230284;30200.91466778242;0.6536714447879484;0.6239996474139844;0.8675541820406388;0.6756777340767117;0.7623143400796822
558;1;2021;10;15396;697054;297;19457996000;29462445.100000005;99200.15185185187;27914.6178057941;0.8593441658998695;0.980194054075127;0.8609338587758519;0.9442570261977463;0.9818483381782062
558;2;2021;10;15396;697054;297;19457996000;2994150;10081.31313131313;27914.6178057941;0.7450994425366178;0.7854003316445768;0.8609338587758519;0.7964769481600359;0.8651092364547847
558;3;2021;10;15396;697054;297;19457996000;697054;2346.983164983165;27914.6178057941;0.6722716212519162;0.6612476980957718;0.8609338587758519;0.7022873225474022;0.7855804181852184
563;1;2021;1;15401;11451999;4887;549767395000;491840905.8;100642.70632289749;48006.23847417381;1;0.9814240560581917;0.9065303510581744;0.9683029094523691;1
563;2;2021;1;15401;11451999;4887;549767395000;54354540;11122.271332105587;48006.23847417381;0.8899438434672534;0.79377160025181;0.9065303510581744;0.8259405747346272;0.8891323042002878
563;3;2021;1;15401;11451999;4887;549767395000;11451999;2343.3597298956415;48006.23847417381;0.8121288252373378;0.6611161181033454;0.9065303510581744;0.7253002354077104;0.8054103286876663
570;1;2021;36;15408;329911;113;3598070000;13825625.1;122350.66460176991;10906.183788961265;0.8215403667294592;0.9980642997244542;0.7818990004831801;0.9371788465766998;0.9764624065191027
570;2;2021;36;15408;329911;113;3598070000;1440270;12745.752212389381;10906.183788961265;0.7085329567339906;0.8053787171702534;0.7818990004831801;0.7909981977892124;0.8605987421094023
570;3;2021;36;15408;329911;113;3598070000;329911;2919.566371681416;10906.183788961265;0.6348952420225515;0.6798396604129052;0.7818990004831801;0.6957570865879248;0.7799045597973379
577;1;2021;65;15415;126887;62;3249541000;5235767.400000001;84447.8612903226;25609.723612347996;0.7730230073526299;0.9664768924241469;0.8536864686888848;0.9245734191699428;0.9668217657352363
577;2;2021;65;15415;126887;62;3249541000;492250;7939.5161290322585;25609.723612347996;0.6548897197725279;0.7650546885466522;0.8536864686888848;0.7717645476976862;0.8446542672337991
577;3;2021;65;15415;126887;62;3249541000;126887;2046.5645161290322;25609.723612347996;0.5871518075503649;0.649583617380502;0.8536864686888848;0.6841610066591648;0.769771562631847
582;1;2021;8;15420;723682;312;20709422000;30166480.8;96687.43846153846;28616.74326568852;0.8605241094039062;0.9780082338348846;0.8630229711656614;0.943262768857942;0.9810929722444217
582;2;2021;8;15420;723682;312;20709422000;2944840;9438.589743589744;28616.74326568852;0.7442697148291048;0.7797883276496033;0.8630229711656614;0.792883395070765;0.8621523248405815
582;3;2021;8;15420;723682;312;20709422000;723682;2319.49358974359;28616.74326568852;0.6741447980201379;0.6602443378862264;0.8630229711656614;0.7021901105555046;0.7854960845977189
584;1;2021;34;15422;279545;115;7114201000;11249715.600000001;97823.61391304349;25449.21568978161;0.8112383611845884;0.9790035489923352;0.8531577329544895;0.9370578670039913;0.9763701797303792
584;2;2021;34;15422;279545;115;7114201000;932750;8110.869565217391;25449.21568978161;0.686825375119287;0.7668736720245907;0.8531577329544895;0.7761256545200399;0.8482846963795
584;3;2021;34;15422;279545;115;7114201000;279545;2430.8260869565215;25449.21568978161;0.626617943165142;0.6642369286609346;0.8531577329544895;0.6982591909700664;0.782081882366581
585;1;2021;18;15424;307429;166;5335113000;12181497.599999998;73382.51566265059;17353.967908037303;0.8152144121393073;0.9545111134818318;0.8209601688654679;0.9138712544243066;0.9585870489865284
585;2;2021;18;15424;307429;166;5335113000;1033470;6225.722891566265;17353.967908037303;0.6919488759934156;0.744340678050183;0.8209601688654679;0.7544253960075632;0.8301312505328935
585;3;2021;18;15424;307429;166;5335113000;307429;1851.9819277108434;17353.967908037303;0.6313687250084813;0.6410761909645715;0.8209601688654679;0.6760822399491416;0.7626707773553085
589;1;2021;38;15427;273542;110;5310499000;11028278.6;100257.07818181817;19413.834073012553;0.8102450353804266;0.9810969832166944;0.8303927859991392;0.9338709489895566;0.9739386084949047
589;2;2021;38;15427;273542;110;5310499000;909240;8265.818181818182;19413.834073012553;0.6855498417499862;0.768485729725858;0.8303927859991392;0.7725735521829271;0.8453284024062775
589;3;2021;38;15427;273542;110;5310499000;273542;2486.7454545454543;19413.834073012553;0.6255332829085514;0.6661738532017437;0.8303927859991392;0.6949535827319037;0.7792046719807262
604;1;2021;81;15442;123942;51;2439455000;5113637.999999999;100267.41176470586;19682.23039808943;0.7718436966180452;0.9811057640999264;0.831547455480319;0.9302678956278169;0.9711847013674781
604;2;2021;81;15442;123942;51;2439455000;528240;10357.64705882353;19682.23039808943;0.658415504126316;0.7877039917521889;0.831547455480319;0.7835438357352277;0.8544395762893779
604;3;2021;81;15442;123942;51;2439455000;123942;2430.235294117647;19682.23039808943;0.5859784580370099;0.6642162279862923;0.831547455480319;0.6898586964901694;0.7747590613256842
605;1;2021;24;15443;310739;145;7062456000;13321924.400000002;91875.34068965519;22727.93566304841;0.8196860023193637;0.973658855400925;0.8436471721596082;0.9322592334445056;0.9727073672960368
605;2;2021;24;15443;310739;145;7062456000;1425860;9833.51724137931;22727.93566304841;0.7080305276133041;0.7832802367018243;0.8436471721596082;0.7878286528845291;0.8579830445418779
605;3;2021;24;15443;310739;145;7062456000;310739;2143.0275862068966;22727.93566304841;0.631903815914964;0.6535057094149541;0.8436471721596082;0.689373812613886;0.7743352711699155
630;1;2021;59;15468;126373;68;3845353000;5628154.199999999;82766.97352941176;30428.596298259912;0.7766339450460484;0.9647639909980203;0.8681858097897667;0.9266353501611724;0.9684030439905099
630;2;2021;59;15468;126373;68;3845353000;605780;8908.529411764706;30428.596298259912;0.6652591237108525;0.77486464608457;0.8681858097897667;0.7825683265882375;0.8536316577925537
630;3;2021;59;15468;126373;68;3845353000;126373;1858.4264705882354;30428.596298259912;0.5869489939690157;0.6413719893733303;0.8681858097897667;0.6812924539161861;0.7672541723670191
635;1;2021;97;15473;115771;43;1594687000;4624893.8;107555.66976744185;13774.494476164151;0.766824243421689;0.9870838608364783;0.801533956429655;0.9279479182136345;0.9694087605645071
635;2;2021;97;15473;115771;43;1594687000;390050;9070.93023255814;13774.494476164151;0.6432621023832441;0.7764036301106629;0.801533956429655;0.7681155426017194;0.8416097582097611
635;3;2021;97;15473;115771;43;1594687000;115771;2692.3488372093025;13774.494476164151;0.5825708343027705;0.6729392911126559;0.801533956429655;0.6896213784950671;0.7745516597869525
641;1;2021;67;15479;127923;61;1897868000;5204102;85313.14754098361;14836.018542404416;0.7727199013673928;0.9673454118288024;0.8077770921254296;0.9159691968419869;0.960204920835797
641;2;2021;67;15479;127923;61;1897868000;470470;7712.622950819672;14836.018542404416;0.65262854339693;0.7625847753441701;0.8077770921254296;0.760627615505698;0.8353425603905306
641;3;2021;67;15479;127923;61;1897868000;127923;2097.098360655738;14836.018542404416;0.5875581064280962;0.6516607723296012;0.8077770921254296;0.6764737696986164;0.763015698579871
